lat,lon,address,town,name,pop_count,closed
48.989436299999994,8.044114599999999,170 rue Neuve,Schleithal,Ecole maternelle de Schleithal,1473.0,2017
44.1998,3.92277,Le village,Saint-Martin-de-Boubaux,Ecole primaire de Saint-Martin-de-Boubaux,180.0,2016
43.4599858,1.3262332000000001,Rue du Maréchal Lyautey,Muret,Ecole maternelle Jean Mermoz,24725.0,2017
47.473988399999996,-0.5515588,18 rue Colonel de Sauveboeuf,Angers,Ecole maternelle Pierre et Marie Curie,150125.0,2016
48.0201831,3.8050892,17 rue d'En Haut,Beugnon,Ecole de Beugnon,329.0,2016
47.9411544,3.1309538,4 allée du Docteur Gauthereau,Villefranche,Ecole primaire de Villefranche,635.0,2016
47.7741815,3.7546242999999997,17 rue Nicolas Droin,Courgis,Ecole de Courgis,259.0,2017
47.8634136,3.7279379,2 rue Auxerroise,Lignorelles,Ecole élémentaire de Lignorelles,184.0,2016
47.717980299999994,6.9690806,40 rue des Vosges,Romagny-sous-Rougemont,Ecole primaire Romagny sous Rougemont,201.0,2017
47.7418553,6.8251786999999995,Rue haute Rive,Giromagny,Ecole primaire Docteur Benoît,3141.0,2017
47.05249335,-0.8782112545094142,26 rue du Planty,Cholet,Ecole maternelle Le Planty,53890.0,2016
48.07775170000001,7.3579641,2 rue des Marguerites,Colmar,Ecole maternelle Les Marguerites,67956.0,2017
44.893145200000006,-0.15606620000000002,Groupe scolaire Grand Pontet,Saint-Émilion,Ecole maternelle Elie Janailhac,1911.0,2017
44.9259011,-0.48818459999999997,38 avenue du chemin de la vie,Ambarès-et-Lagrave,Ecole maternelle la Souris Verte,14609.0,2017
48.482408899999996,2.3476234000000002,Rue des Pierres rangées,La Ferté-Alais,Ecole maternelle Champ de Coq,3960.0,2016
49.9216667,3.4030556000000005,18 rue Principale,Croix-Fonsomme,Ecole élémentaire de Croix-Fonsomme,230.0,2016
49.84861110000001,3.2863888,Impasse Jacquart,Saint-Quentin,Ecole maternelle Groupe scolaire Quentin-Barre,55698.0,2016
43.6828953,1.31799,Place Jean Jaurès,Aussonne,Ecole maternelle Louise Michel,6867.0,2016
43.3525,0.5125,Le village,Monlaur-Bernet,Ecole maternelle Empu Monlaur Bernet,171.0,2017
