CODGEO,LIBGEO,POPULATION
63035,Beauregard-Vendon,1172
63036,Bergonne,349
63037,Bertignat,456
63038,Besse-et-Saint-Anastaise,1502
63039,Beurières,305
63040,Billom,4745
63041,Biollet,333
63042,Blanzat,3740
63043,Blot-l'Église,385
63044,Bongheat,438
63045,Bort-l'Étang,642
63046,Boudes,283
63047,La Bourboule,1786
63048,Bourg-Lastic,881
63049,Bouzel,712
63050,Brassac-les-Mines,3300
63051,Brenat,612
63052,Le Breuil-sur-Couze,1064
63053,Briffons,279
63054,Le Broc,672
63055,Bromont-Lamothe,988
63056,Brousse,346
63057,Le Brugeron,248
63058,Bulhon,535
63059,Busséol,221
63060,Bussières,97
63061,Bussières-et-Pruns,436
63062,Buxières-sous-Montaigut,238
63063,Cébazat,7947
63064,La Celle,85
63065,Ceilloux,177
63066,Celles-sur-Durolle,1749
63067,La Cellette,171
63069,Le Cendre,5233
63070,Ceyrat,6390
63071,Ceyssat,690
63072,Chabreloche,1228
63073,Chadeleuf,426
63074,Chalus,175
63075,Chamalières,17561
63076,Chambon-sur-Dolore,164
63077,Chambon-sur-Lac,394
63078,Chaméane,153
63079,Champagnat-le-Jeune,141
63080,Champeix,1330
63081,Champétières,261
63082,Champs,394
63083,Chanat-la-Mouteyre,947
63084,Chanonat,1662
63085,Chapdes-Beaufort,1058
63086,La Chapelle-Agnon,367
63087,La Chapelle-Marcousse,64
63088,La Chapelle-sur-Usson,62
63089,Chappes,1665
63090,Chaptuzat,494
63091,Charbonnier-les-Mines,901
63092,Charbonnières-les-Varennes,1685
63093,Charbonnières-les-Vieilles,1076
63094,Charensat,507
63095,Charnat,213
63096,Chas,376
63097,Chassagne,71
63098,Chastreix,229
63099,Châteaugay,3211
63100,Châteauneuf-les-Bains,299
63101,Château-sur-Cher,78
63102,Châteldon,778
63103,Châtel-Guyon,6194
63104,La Chaulme,120
63105,Chaumont-le-Bourg,232
63106,Chauriat,1654
63107,Chavaroux,473
63108,Le Cheix,634
63109,Chidrac,496
63110,Cisternes-la-Forêt,472
63111,Clémensat,116
63112,Clerlande,540
63113,Clermont-Ferrand,141398
63114,Collanges,152
63115,Combrailles,219
63116,Combronde,2170
63117,Compains,122
63118,Condat-en-Combraille,437
63119,Condat-lès-Montboissier,224
63120,Corent,709
63121,Coudes,1212
63122,Courgoul,73
63123,Cournols,237
63124,Cournon-d'Auvergne,19768
63125,Courpière,4234
63126,Le Crest,1289
63127,Creste,52
63128,Crevant-Laveine,971
63129,Cros,178
63130,La Crouzille,271
63131,Culhat,1167
63132,Cunlhat,1248
63133,Dallet,1476
63134,Dauzat-sur-Vodable,86
63135,Davayat,596
63136,Domaize,388
63137,Doranges,152
63138,Dorat,716
63139,Dore-l'Église,627
63140,Durmignat,194
63141,Durtol,1996
63142,Échandelys,255
63143,Effiat,1107
63144,Égliseneuve-d'Entraigues,389
63145,Égliseneuve-des-Liards,137
63146,Égliseneuve-près-Billom,808
63147,Églisolles,261
63148,Ennezat,2518
63149,Entraigues,644
63150,Enval,1439
63151,Escoutoux,1369
63152,Espinasse,293
63153,Espinchal,99
63154,Espirat,373
63155,Estandeuil,450
63156,Esteil,64
63157,Fayet-le-Château,349
63158,Fayet-Ronaye,104
63159,Fernoël,127
63160,Aulhat-Flat,905
63161,La Forie,318
63162,Fournols,323
63163,Gelles,945
63164,Gerzat,10432
63165,Giat,829
63166,Gignat,242
63167,Gimeaux,401
63168,Glaine-Montaigut,557
63169,La Godivelle,13
63170,La Goutelle,621
63171,Gouttières,361
63172,Grandeyrolles,54
63173,Grandrif,178
63174,Grandval,111
63175,Herment,282
63176,Heume-l'Église,107
63177,Isserteaux,415
63178,Issoire,14564
63179,Job,1021
63180,Joze,1104
63181,Jozerand,547
63182,Jumeaux,647
63183,Labessette,61
63184,Lachaux,282
63185,Lamontgie,641
63186,Landogne,242
63187,Lapeyrouse,563
63188,Laps,572
63189,Laqueuille,360
63190,Larodde,267
63191,Lastic,110
63192,La Tour-d'Auvergne,648
63193,Lempdes,8315
63194,Lempty,381
63195,Lezoux,6000
63196,Limons,724
63197,Lisseuil,109
63198,Loubeyrat,1252
63199,Ludesse,485
63200,Lussat,920
63201,Luzillat,1089
63202,Madriat,114
63203,Malauzat,1128
63204,Malintrat,1096
63205,Manglieu,465
63206,Manzat,1366
63207,Marat,830
63208,Marcillat,281
63209,Mareugheol,190
63210,Maringues,3088
63211,Marsac-en-Livradois,1459
63212,Marsat,1283
63213,Les Martres-d'Artière,2213
63214,Les Martres-de-Veyre,3949
63215,Martres-sur-Morge,656
63216,Mauzun,111
63218,Mayres,189
63219,Mazaye,723
63220,Mazoires,98
63221,Medeyrolles,115
63222,Meilhaud,534
63223,Menat,561
63224,Ménétrol,1627
63225,Messeix,1066
63226,Mezel,1916
63227,Mirefleurs,2419
63228,Miremont,302
63229,Moissat,1233
63230,Le Monestier,206
63231,La Monnerie-le-Montel,1772
63232,Mons,522
63233,Montaigut,996
63234,Montaigut-le-Blanc,848
63235,Montcel,475
63236,Mont-Dore,1328
63237,Montel-de-Gelat,449
63238,Montfermy,227
63239,Montmorin,728
63240,Montpensier,444
63241,Montpeyroux,347
63242,Moriat,362
63243,Moureuille,328
63244,Chambaron sur Morge,1676
63245,Mozac,3876
63246,Murat-le-Quaire,481
63247,Murol,574
63248,Nébouzat,826
63249,Néronde-sur-Dore,486
63250,Neschers,830
63251,Neuf-Église,298
63252,Neuville,376
63253,Noalhat,247
63254,Nohanent,2195
63255,Nonette-Orsonnette,550
63256,Novacelles,136
63257,Olby,774
63258,Olliergues,744
63259,Olloix,317
63260,Olmet,159
63261,Orbeil,850
63262,Orcet,2604
63263,Orcines,3357
63264,Orcival,234
63265,Orléat,2129
63267,Palladuc,549
63268,Pardines,268
63269,Parent,824
63270,Parentignat,515
63271,Paslières,1536
63272,Pérignat-lès-Sarliève,2614
63273,Pérignat-sur-Allier,1512
63274,Perpezat,423
63275,Perrier,886
63276,Peschadoires,2120
63277,Peslières,69
63278,Pessat-Villeneuve,618
63279,Picherande,357
63280,Pignols,330
63281,Pionsat,1104
63282,Plauzat,1610
63283,Pontaumur,672
63284,Pont-du-Château,10889
63285,Pontgibaud,738
63286,Pouzol,279
63287,Les Pradeaux,331
63288,Prompsat,421
63289,Prondines,261
63290,Pulvérières,406
63291,Puy-Guillaume,2704
63292,Puy-Saint-Gulmier,155
63293,Le Quartier,209
63294,Queuille,267
63295,Randan,1572
63296,Ravel,696
63297,Reignat,376
63298,La Renaudie,117
63299,Rentières,116
63300,Riom,18987
63301,Ris,791
63302,La Roche-Blanche,3260
63303,Roche-Charles-la-Mayrand,42
63304,Roche-d'Agoux,103
63305,Rochefort-Montagne,894
63306,La Roche-Noire,608
63307,Romagnat,7755
63308,Royat,4775
63309,Saillant,278
63310,Sainte-Agathe,199
63311,Saint-Agoulin,333
63312,Saint-Alyre-d'Arlanc,171
63313,Saint-Alyre-ès-Montagne,135
63314,Saint-Amant-Roche-Savine,500
63315,Saint-Amant-Tallende,1769
63317,Saint-André-le-Coq,522
63318,Saint-Angel,410
63319,Saint-Anthème,703
63320,Saint-Avit,245
63321,Saint-Babel,947
63322,Saint-Beauzire,2102
63323,Saint-Bonnet-le-Bourg,145
63324,Saint-Bonnet-le-Chastel,207
63325,Saint-Bonnet-lès-Allier,435
63326,Saint-Bonnet-près-Orcival,468
63327,Saint-Bonnet-près-Riom,2124
63328,Sainte-Catherine,55
63329,Sainte-Christine,133
63330,Saint-Cirgues-sur-Couze,354
63331,Saint-Clément-de-Valorgue,229
63332,Saint-Clément-de-Régnat,549
63333,Saint-Denis-Combarnazat,221
63334,Saint-Dier-d'Auvergne,514
63335,Saint-Diéry,403
63336,Saint-Donat,224
63337,Saint-Éloy-la-Glacière,56
63338,Saint-Éloy-les-Mines,3723
63339,Saint-Étienne-des-Champs,140
63340,Saint-Étienne-sur-Usson,283
63341,Saint-Ferréol-des-Côtes,544
63342,Saint-Floret,257
63343,Saint-Flour,281
63344,Saint-Gal-sur-Sioule,138
63345,Saint-Genès-Champanelle,3438
63346,Saint-Genès-Champespe,224
63347,Saint-Genès-du-Retz,496
63348,Saint-Genès-la-Tourette,175
63349,Saint-Georges-de-Mons,1998
63350,Saint-Georges-sur-Allier,1238
63351,Saint-Germain-près-Herment,83
63352,Saint-Germain-Lembron,1934
63353,Saint-Germain-l'Herm,489
63354,Saint-Gervais-d'Auvergne,1318
63355,Saint-Gervais-sous-Meymont,241
63356,Saint-Gervazy,320
63357,Saint-Hérent,107
63358,Saint-Hilaire-la-Croix,334
63359,Saint-Hilaire-les-Monges,100
63360,Saint-Hilaire,165
63362,Saint-Ignat,857
63363,Saint-Jacques-d'Ambur,272
63364,Saint-Jean-d'Heurs,655
63365,Saint-Jean-des-Ollières,473
63366,Saint-Jean-en-Val,355
63367,Saint-Jean-Saint-Gervais,123
63368,Saint-Julien-de-Coppel,1254
63369,Saint-Julien-la-Geneste,123
63370,Saint-Julien-Puy-Lavèze,360
63371,Saint-Just,160
63372,Saint-Laure,642
63373,Saint-Maigner,195
63374,Saint-Martin-des-Olmes,283
63375,Saint-Martin-des-Plains,144
63376,Saint-Martin-d'Ollières,148
63377,Saint-Maurice-près-Pionsat,367
63378,Saint-Maurice,826
63379,Saint-Myon,467
63380,Saint-Nectaire,716
63381,Saint-Ours,1675
63382,Saint-Pardoux,419
63383,Saint-Pierre-Colamine,250
63384,Saint-Pierre-la-Bourlhonne,124
63385,Saint-Pierre-le-Chastel,425
63386,Saint-Pierre-Roche,432
63387,Saint-Priest-Bramefant,874
63388,Saint-Priest-des-Champs,733
63389,Saint-Quentin-sur-Sauxillanges,111
63390,Saint-Quintin-sur-Sioule,379
63391,Saint-Rémy-de-Blot,232
63392,Saint-Rémy-de-Chargnat,560
63393,Saint-Rémy-sur-Durolle,1757
63394,Saint-Romain,216
63395,Saint-Sandoux,942
63396,Saint-Saturnin,1164
63397,Saint-Sauves-d'Auvergne,1123
63398,Saint-Sauveur-la-Sagne,97
63399,Saint-Sulpice,87
63400,Saint-Sylvestre-Pragoulin,1081
63401,Saint-Victor-la-Rivière,246
63402,Saint-Victor-Montvianeix,245
63403,Saint-Vincent,408
63404,Saint-Yvoine,580
63405,Sallèdes,584
63406,Sardon,311
63407,Saulzet-le-Froid,261
63408,Sauret-Besserve,173
63409,Saurier,258
63410,Sauvagnat,133
63411,Sauvagnat-Sainte-Marthe,490
63412,Sauvessanges,506
63413,La Sauvetat,707
63414,Sauviat,537
63415,Sauxillanges,1226
63416,Savennes,93
63417,Sayat,2252
63418,Sermentizon,581
63419,Servant,536
63420,Seychalles,748
63421,Singles,168
63422,Solignat,487
63423,Sugères,609
63424,Surat,564
63425,Tallende,1557
63426,Tauves,795
63427,Teilhède,429
63428,Teilhet,305
63429,Ternant-les-Eaux,42
63430,Thiers,11805
63431,Thiolières,166
63432,Thuret,914
63433,Tortebesse,60
63434,Tours-sur-Meymont,521
63435,Tourzel-Ronzières,251
63436,Tralaigues,87
63437,Trémouille-Saint-Loup,139
63438,Trézioux,470
63439,Usson,268
63440,Valbeleix,134
63441,Valcivières,209
63442,Valz-sous-Châteauneuf,52
63443,Varennes-sur-Morge,405
63444,Varennes-sur-Usson,278
63445,Vassel,282
63446,Vensat,495
63447,Vergheas,64
63448,Vernet-la-Varenne,689
63449,Le Vernet-Sainte-Marguerite,301
63450,Verneugheol,244
63451,Vernines,421
63452,Verrières,74
63453,Vertaizon,3280
63454,Vertolaye,541
63455,Veyre-Monton,3436
63456,Vichel,342
63457,Vic-le-Comte,5027
63458,Villeneuve,162
63459,Villeneuve-les-Cerfs,534
63460,Villosanges,319
63461,Vinzelles,357
63462,Virlet,272
63463,Viscomtat,545
63464,Vitrac,342
63465,Viverols,412
63466,Vodable,199
63467,Voingt,38
63468,Vollore-Montagne,306
63469,Vollore-Ville,773
63470,Volvic,4418
63471,Youx,921
63472,Yronde-et-Buron,663
63473,Yssac-la-Tourette,376
64001,Aast,173
64002,Abère,159
64003,Abidos,237
64004,Abitain,93
64005,Abos,535
64006,Accous,464
64007,Agnos,984
64008,Ahaxe-Alciette-Bascassan,277
64009,Ahetze,2024
64010,Aïcirits-Camou-Suhast,671
64011,Aincille,116
64012,Ainharp,142
64013,Ainhice-Mongelos,170
64014,Ainhoa,668
64015,Alçay-Alçabéhéty-Sunharette,226
64016,Aldudes,312
64017,Alos-Sibas-Abense,312
64018,Amendeuix-Oneix,448
64019,Amorots-Succos,238
64021,Andoins,619
64022,Andrein,132
64023,Angaïs,876
64024,Anglet,38724
64025,Angous,104
64026,Anhaux,400
64027,Anos,187
64028,Anoye,155
64029,Aramits,674
64031,Arancou,155
64032,Araujuzon,211
64033,Araux,142
64034,Arbérats-Sillègue,273
64035,Arbonne,2137
64036,Arbouet-Sussaute,307
64037,Arbus,1169
64038,Arcangues,3145
64039,Aren,248
64040,Arette,1023
64041,Aressy,666
64042,Argagnon,712
64043,Argelos,259
64044,Arget,81
64045,Arhansus,72
64046,Armendarits,411
64047,Arnéguy,234
64048,Arnos,92
64049,Aroue-Ithorots-Olhaïby,246
64050,Arrast-Larrebieu,95
64051,Arraute-Charritte,373
64052,Arricau-Bordes,108
64053,Arrien,177
64054,Arros-de-Nay,808
64056,Arrosès,143
64057,Arthez-de-Béarn,1855
64058,Arthez-d'Asson,516
64059,Artigueloutan,1018
64060,Artiguelouve,1614
64061,Artix,3458
64062,Arudy,2206
64063,Arzacq-Arraziguet,1093
64064,Asasp-Arros,483
64065,Ascain,4231
64066,Ascarat,317
64067,Assat,1797
64068,Asson,2060
64069,Aste-Béon,242
64070,Astis,308
64071,Athos-Aspis,204
64072,Aubertin,650
64073,Aubin,232
64074,Aubous,53
64075,Audaux,165
64077,Auga,140
64078,Auriac,239
64079,Aurions-Idernes,103
64080,Aussevielle,787
64081,Aussurucq,248
64082,Auterrive,127
64083,Autevielle-Saint-Martin-Bideren,218
64084,Aydie,136
64085,Aydius,111
64086,Ayherre,1034
64087,Baigts-de-Béarn,869
64088,Balansun,285
64089,Baleix,146
64090,Baliracq-Maumusson,129
64091,Baliros,453
64092,Banca,336
64093,Barcus,654
64094,Bardos,1804
64095,Barinque,625
64096,Barraute-Camu,171
64097,Barzun,597
64098,Bassillon-Vauzé,71
64099,Bastanès,99
64100,Bassussarry,2831
64101,Baudreix,581
64102,Bayonne,49207
64103,Bédeille,209
64104,Bedous,585
64105,Béguios,245
64106,Béhasque-Lapiste,487
64107,Béhorléguy,75
64108,Bellocq,892
64109,Bénéjacq,1932
64110,Béost,220
64111,Bentayou-Sérée,108
64112,Bérenx,435
64113,Bergouey-Viellenave,119
64114,Bernadets,580
64115,Berrogain-Laruns,172
64116,Bescat,263
64117,Bésingrand,123
64118,Bétracq,51
64119,Beuste,587
64120,Beyrie-sur-Joyeuse,519
64121,Beyrie-en-Béarn,198
64122,Biarritz,24457
64123,Bidache,1344
64124,Bidarray,696
64125,Bidart,6586
64126,Bidos,1168
64127,Bielle,400
64128,Bilhères,162
64129,Billère,13134
64130,Biriatou,1218
64131,Biron,598
64132,Bizanos,4678
64133,Boeil-Bezing,1264
64134,Bonloc,366
64135,Bonnut,758
64136,Borce,139
64137,Bordères,630
64138,Bordes,2803
64139,Bosdarros,1017
64140,Boucau,7950
64141,Boueilh-Boueilho-Lasque,337
64142,Bougarber,878
64143,Bouillon,150
64144,Boumourt,150
64145,Bourdettes,507
64146,Bournos,334
64147,Briscous,2659
64148,Bruges-Capbis-Mifaget,901
64149,Bugnein,221
64150,Bunus,134
64151,Burgaronne,98
64152,Buros,1841
64153,Burosse-Mendousse,62
64154,Bussunarits-Sarrasquette,192
64155,Bustince-Iriberry,82
64156,Buziet,493
64157,Buzy,960
64158,Cabidos,189
64159,Cadillon,105
64160,Cambo-les-Bains,6708
64161,Came,935
64162,Camou-Cihigue,97
64165,Cardesse,289
64166,Caro,193
64167,Carrère,215
64168,Carresse-Cassaber,659
64170,Castagnède,210
64171,Casteide-Cami,229
64172,Casteide-Candau,261
64173,Casteide-Doat,145
64174,Castéra-Loubix,55
64175,Castet,159
64176,Castetbon,176
64177,Castétis,616
64178,Castetnau-Camblong,448
64179,Castetner,135
64180,Castetpugon,205
64181,Castillon (Canton d'Arthez-de-Béarn),299
64182,Castillon (Canton de Lembeye),68
64183,Caubios-Loos,527
64184,Cescau,574
64185,Cette-Eygun,73
64186,Charre,207
64187,Charritte-de-Bas,272
64188,Chéraute,1098
64189,Ciboure,6463
64190,Claracq,231
64191,Coarraze,2161
64192,Conchez-de-Béarn,125
64193,Corbère-Abères,112
64194,Coslédaà-Lube-Boast,383
64195,Coublucq,107
64196,Crouseilles,132
64197,Cuqueron,191
64198,Denguin,1735
64199,Diusse,141
64200,Doazon,195
64201,Dognen,212
64202,Domezain-Berraute,511
64203,Doumy,299
64204,Eaux-Bonnes,341
64205,Escos,237
64206,Escot,132
64207,Escou,418
64208,Escoubès,395
64209,Escout,434
64210,Escurès,151
64211,Eslourenties-Daban,290
64212,Espéchède,156
64213,Espelette,2098
64214,Espès-Undurein,516
64215,Espiute,108
64216,Espoey,1130
64217,Esquiule,537
64218,Estérençuby,354
64219,Estialescq,273
64220,Estos,525
64221,Etcharry,121
64222,Etchebar,71
64223,Etsaut,82
64224,Eysus,653
64225,Ance Féas,627
64226,Fichous-Riumayou,177
64227,Gabaston,647
64228,Gabat,235
64229,Gamarthe,118
64230,Gan,5546
64231,Garindein,505
64232,Garlède-Mondebat,220
64233,Garlin,1405
64234,Garos,243
64235,Garris,294
64236,Gayon,56
64237,Gelos,3525
64238,Ger,1890
64239,Gerderest,129
64240,Gère-Bélesten,206
64241,Géronce,443
64242,Gestas,63
64243,Géus-d'Arzacq,203
64244,Geüs-d'Oloron,249
64245,Goès,610
64246,Gomer,310
64247,Gotein-Libarrenx,471
64249,Guéthary,1303
64250,Guiche,951
64251,Guinarthe-Parenties,235
64252,Gurmençon,870
64253,Gurs,430
64254,Hagetaubin,593
64255,Halsou,575
64256,Hasparren,6562
64257,Haut-de-Bosdarros,320
64258,Haux,81
64259,Hélette,714
64260,Hendaye,16328
64261,Herrère,377
64262,Higuères-Souye,280
64263,L'Hôpital-d'Orion,147
64264,L'Hôpital-Saint-Blaise,75
64265,Hosta,80
64266,Hours,260
64267,Ibarrolle,88
64268,Idaux-Mendy,261
64269,Idron,4682
64270,Igon,954
64271,Iholdy,561
64272,Ilharre,149
64273,Irissarry,869
64274,Irouléguy,371
64275,Ispoure,673
64276,Issor,242
64277,Isturits,500
64279,Itxassou,2026
64280,Izeste,430
64281,Jasses,134
64282,Jatxou,1133
64283,Jaxu,195
64284,Jurançon,7113
64285,Juxue,208
64286,Laà-Mondrans,423
64287,Laàs,131
64288,Labastide-Cézéracq,559
64289,La Bastide-Clairence,1000
64290,Labastide-Monréjeau,592
64291,Labastide-Villefranche,362
64292,Labatmale,250
64293,Labatut,176
64294,Labets-Biscay,155
64295,Labeyrie,121
64296,Lacadée,162
64297,Lacarre,175
64298,Lacarry-Arhan-Charritte-de-Haut,127
64299,Lacommande,216
64300,Lacq,733
64301,Lagor,1188
64302,Lagos,471
64303,Laguinge-Restoue,173
64304,Lahonce,2334
64305,Lahontan,494
64306,Lahourcade,696
64307,Lalongue,211
64308,Lalonquette,282
64309,Lamayou,196
64310,Lanne-en-Barétous,485
64311,Lannecaube,160
64312,Lanneplaà,305
64313,Lantabat,295
64314,Larceveau-Arros-Cibits,403
64315,Laroin,1053
64316,Larrau,194
64317,Larressore,1925
64318,Larreule,179
64319,Larribar-Sorhapuru,192
64320,Laruns,1179
64321,Lasclaveries,248
64322,Lasse,326
64323,Lasserre,93
64324,Lasseube,1740
64325,Lasseubetat,204
64326,Lay-Lamidou,126
64327,Lecumberry,170
64328,Ledeuix,1038
64329,Lée,1282
64330,Lées-Athas,268
64331,Lembeye,795
64332,Lème,165
64334,Léren,217
64335,Lescar,9958
64336,Lescun,185
64337,Lespielle,154
64338,Lespourcy,196
64339,Lestelle-Bétharram,850
64340,Lichans-Sunhar,80
64341,Lichos,137
64342,Licq-Athérey,212
64343,Limendous,649
64344,Livron,421
64345,Lohitzun-Oyhercq,200
64346,Lombia,212
64347,Lonçon,193
64348,Lons,12718
64349,Loubieng,506
64350,Louhossoa,922
64351,Lourdios-Ichère,155
64352,Lourenties,352
64353,Louvie-Juzon,1072
64354,Louvie-Soubiron,122
64355,Louvigny,135
64356,Luc-Armau,119
64357,Lucarré,58
64358,Lucgarier,258
64359,Lucq-de-Béarn,951
64360,Lurbe-Saint-Christau,200
64361,Lussagnet-Lusson,167
64362,Luxe-Sumberraute,397
64363,Lys,343
64364,Macaye,560
64365,Malaussanne,419
64366,Mascaraàs-Haron,128
64367,Maslacq,924
64368,Masparraute,224
64369,Maspie-Lalonquère-Juillacq,257
64370,Maucor,495
64371,Mauléon-Licharre,2969
64372,Maure,107
64373,Mazères-Lezons,1858
64374,Mazerolles,1084
64375,Méharin,269
64376,Meillon,895
64377,Mendionde,843
64378,Menditte,192
64379,Mendive,165
64380,Méracq,224
64381,Méritein,293
64382,Mesplède,353
64383,Mialos,120
64385,Miossens-Lanusse,261
64386,Mirepeix,1268
64387,Momas,568
64388,Momy,130
64389,Monassut-Audiracq,360
64390,Moncaup,154
64391,Moncayolle-Larrory-Mendibieu,324
64392,Moncla,106
64393,Monein,4473
64394,Monpezat,78
64395,Monségur,135
64396,Mont,1111
64397,Montagut,118
64398,Montaner,450
64399,Montardon,2258
64400,Montaut,1129
64401,Mont-Disse,73
64403,Montfort,188
64404,Montory,297
64405,Morlaàs,4156
64406,Morlanne,581
64407,Mouguerre,5017
64408,Mouhous,56
64409,Moumour,846
64410,Mourenx,6536
64411,Musculdy,238
64412,Nabas,110
64413,Narcastet,712
64414,Narp,121
64415,Navailles-Angos,1474
64416,Navarrenx,1041
64417,Nay,3305
64418,Noguères,139
64419,Nousty,1618
64420,Ogenne-Camptort,245
64421,Ogeu-les-Bains,1295
64422,Oloron-Sainte-Marie,10818
64423,Oraàs,173
64424,Ordiarp,527
64425,Orègue,482
64426,Orin,241
64427,Orion,150
64428,Orriule,138
64429,Orsanco,106
64430,Orthez,10672
64431,Os-Marsillon,524
64432,Ossas-Suhare,93
64433,Osse-en-Aspe,323
64434,Ossenx,49
64435,Osserain-Rivareyte,210
64436,Ossès,860
64437,Ostabat-Asme,196
64438,Ouillon,552
64439,Ousse,1670
64440,Ozenx-Montestrucq,382
64441,Pagolle,278
64442,Parbayse,300
64443,Pardies,852
64444,Pardies-Piétat,447
64445,Pau,77215
64446,Peyrelongue-Abos,147
64447,Piets-Plasence-Moustrou,138
64448,Poey-de-Lescar,1599
64449,Poey-d'Oloron,170
64450,Pomps,288
64451,Ponson-Debat-Pouts,94
64452,Ponson-Dessus,258
64453,Pontacq,2917
64454,Pontiacq-Viellepinte,174
64455,Portet,171
64456,Pouliacq,59
64457,Poursiugues-Boucoue,197
64458,Préchacq-Josbaig,290
64459,Préchacq-Navarrenx,157
64460,Précilhon,399
64461,Puyoô,1154
64462,Ramous,505
64463,Rébénacq,678
64464,Ribarrouy,85
64465,Riupeyrous,192
64466,Rivehaute,258
64467,Rontignon,809
64468,Roquiague,115
64469,Saint-Abit,326
64470,Saint-Armou,631
64471,Saint-Boès,348
64472,Saint-Castin,859
64473,Sainte-Colome,353
64474,Saint-Dos,157
64475,Sainte-Engrâce,198
64476,Saint-Esteben,436
64477,Saint-Étienne-de-Baïgorry,1531
64478,Saint-Faust,757
64479,Saint-Girons-en-Béarn,165
64480,Saint-Gladie-Arrive-Munein,201
64481,Saint-Goin,217
64482,Saint-Jammes,648
64483,Saint-Jean-de-Luz,14133
64484,Saint-Jean-le-Vieux,855
64485,Saint-Jean-Pied-de-Port,1580
64486,Saint-Jean-Poudge,79
64487,Saint-Just-Ibarre,230
64488,Saint-Laurent-Bretagne,436
64489,Saint-Martin-d'Arberoue,316
64490,Saint-Martin-d'Arrossa,536
64491,Saint-Médard,215
64492,Saint-Michel,288
64493,Saint-Palais,1850
64494,Saint-Pé-de-Léren,257
64495,Saint-Pée-sur-Nivelle,6487
64496,Saint-Pierre-d'Irube,4772
64498,Saint-Vincent,397
64499,Salies-de-Béarn,4741
64500,Salles-Mongiscard,308
64501,Sallespisse,595
64502,Sames,698
64503,Samsons-Lion,84
64504,Sare,2627
64505,Sarpourenx,319
64506,Sarrance,170
64507,Saubole,144
64508,Saucède,126
64509,Sauguis-Saint-Étienne,158
64510,Sault-de-Navailles,868
64511,Sauvagnon,3188
64512,Sauvelade,265
64513,Sauveterre-de-Béarn,1412
64514,Séby,197
64515,Sedze-Maubecq,266
64516,Sedzère,407
64517,Séméacq-Blachon,171
64518,Sendets,977
64519,Serres-Castet,4200
64520,Serres-Morlaàs,770
64521,Serres-Sainte-Marie,547
64522,Sévignacq-Meyracq,554
64523,Sévignacq,752
64524,Simacourbe,389
64525,Siros,731
64526,Soumoulou,1562
64527,Souraïde,1392
64528,Suhescun,174
64529,Sus,377
64530,Susmiou,371
64531,Tabaille-Usquain,39
64532,Tadousse-Ussau,70
64533,Tardets-Sorholus,557
64534,Taron-Sadirac-Viellenave,192
64535,Tarsacq,499
64536,Thèze,810
64537,Trois-Villes,139
64538,Uhart-Cize,798
64539,Uhart-Mixe,211
64540,Urcuit,2375
64541,Urdès,305
64542,Urdos,67
64543,Urepel,292
64544,Urost,77
64545,Urrugne,9674
64546,Urt,2238
64547,Ustaritz,6822
64548,Uzan,174
64549,Uzein,1251
64550,Uzos,708
64551,Verdets,264
64552,Vialer,189
64554,Viellenave-d'Arthez,186
64555,Viellenave-de-Navarrenx,163
64556,Vielleségure,363
64557,Vignes,415
64558,Villefranque,2603
64559,Viodos-Abense-de-Bas,726
64560,Viven,188
65001,Adast,288
65002,Adé,802
65003,Adervielle-Pouchergues,125
65004,Agos-Vidalos,430
65005,Allier,409
65006,Ancizan,278
65007,Andrest,1402
65009,Anères,184
65010,Angos,232
65011,Les Angles,118
65012,Anla,102
65013,Ansost,56
65014,Antichan,33
65015,Antin,116
65016,Antist,162
65017,Aragnouet,246
65018,Arbéost,85
65019,Arcizac-Adour,528
65020,Arcizac-ez-Angles,256
65021,Arcizans-Avant,388
65022,Arcizans-Dessus,124
65023,Ardengost,11
65024,Argelès-Bagnères,119
65025,Argelès-Gazost,2980
65026,Aries-Espénan,66
65028,Arné,214
65029,Arras-en-Lavedan,490
65031,Arreau,777
65032,Arrens-Marsous,723
65033,Arrodets-ez-Angles,112
65034,Arrodets,23
65035,Artagnan,512
65036,Artalens-Souin,142
65037,Artiguemy,95
65038,Artigues,19
65039,Aspin-Aure,54
65040,Aspin-en-Lavedan,294
65041,Asque,113
65042,Asté,548
65043,Astugue,265
65044,Aubarède,293
65045,Aucun,252
65046,Aulon,84
65047,Aureilhan,7831
65048,Aurensan,779
65049,Auriébat,252
65050,Avajan,70
65051,Aventignan,200
65052,Averan,73
65053,Aveux,44
65054,Avezac-Prat-Lahitte,592
65055,Ayros-Arbouix,313
65056,Ayzac-Ost,460
65057,Azereix,996
65058,Azet,159
65059,Bagnères-de-Bigorre,7571
65060,Banios,51
65061,Barbachen,55
65062,Barbazan-Debat,3415
65063,Barbazan-Dessus,155
65064,Bareilles,50
65065,Barlest,295
65066,Barrancoueu,33
65067,Barry,130
65068,Barthe,16
65069,La Barthe-de-Neste,1223
65070,Bartrès,491
65071,Batsère,41
65072,Bazet,1611
65073,Bazillac,343
65074,Bazordan,115
65075,Bazus-Aure,132
65076,Bazus-Neste,57
65077,Beaucens,405
65078,Beaudéan,388
65079,Bégole,217
65080,Bénac,529
65081,Benqué-Molère,120
65082,Berbérust-Lias,53
65083,Bernac-Debat,669
65084,Bernac-Dessus,291
65085,Bernadets-Debat,106
65086,Bernadets-Dessus,157
65087,Bertren,192
