2015-2016	2016-2017	2017-2018	Académie	Adresse	Appellation officielle	Code département	Code postal	Commune	Département	Etat établissement	Latitude	Lieu dit	Longitude	Nombre d'élèves 2015-2016	Nombre d'élèves 2016-2017	Nombre d'élèves 2017-2018	Numéro d'école	Patronyme uai	Secteur d'enseignement	code région	libellé région
yes	no	no	STRASBOURG	1 chemin de l'Oberberg	Ecole maternelle de Mittelbergheim 		67140	Mittelbergheim						19.0			0672452B		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	16 A rue de Schirmeck	Ecole maternelle de Rothau 		67570	Rothau						48.0			0672620J		PUBLIC	44	Grand-Est
yes	yes	no	MONTPELLIER	Le village	Ecole élémentaire de Villardebelle 	11	11580	Villardebelle	Aude					11.0	12.0		0111002E		PUBLIC	76	Occitanie
yes	no	no	POITIERS	Le bourg	Ecole élémentaire de Palluaud 		16390	Palluaud						19.0			0160187S		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	63 rue des Seguins	Ecole élémentaire A. Daudet 		16600	Ruelle-sur-Touvre						51.0			0160287A		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	Rue principale	Ecole maternelle F Dolto 		16330	Vars						93.0	97.0		0160449B		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Le bourg	Ecole d'Esse 		16500	Esse						23.0			0160529N		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	ORLEANS-TOURS	110 avenue M Maunoury	Ecole maternelle Jean de la Fontaine 		28600	Luisant						106.0	107.0		0280310K		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	NANCY-METZ	17 rue de l'Ecole	Ecole maternelle de Bousbach 		57460	Bousbach						48.0			0572592H		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	5 rue de la Chappé	Ecole maternelle Les Quatre Saisons 		57645	Montoy-Flanville						69.0			0572687L		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	Rue Saint Exupéry	Ecole maternelle Rond Bois 		57120	Rombas						62.0			0572781N		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	53 rue Principale	Ecole intercommunale 		68210	Wolfersdorf						35.0			0681387N		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	3 rue de la Station	Ecole élémentaire des 2 Aspach-Michelbach 		68700	Aspach-le-Bas						234.0	218.0		0681512Z		PUBLIC	44	Grand-Est
yes	no	no	POITIERS	Le bourg	Ecole Ratier - Lacouture 		16500	Ansac-sur-Vienne						21.0			0160851N		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Rue du Docteur Feuillet	Ecole maternelle de Villefagnan 		16240	Villefagnan						47.0			0161030H		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	Le bourg	Ecole maternelle d'Anais 		16560	Anais						49.0	41.0		0161129R		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	ORLEANS-TOURS	11 Route de Cloyes	Ecole maternelle de Droué 		41270	Droué						53.0	48.0		0410893Y		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	LYON	18 rue Lakanal	Ecole maternelle Lakanal 		42300	Roanne						77.0			0420326B		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	LYON	3 rue Louis Comté	Ecole primaire Centre 1 		42230	Roche-la-Molière						130.0			0420377G		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	LYON	10 rue Docteur Laënnec	Ecole maternelle Guizay 		42100	Saint-Étienne						80.0			0420652F		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	STRASBOURG	163 rue des Prelats	Ecole maternelle d'Orschwiller 		67600	Orschwiller						18.0	19.0		0670207L		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	Rue de Sélestat	Ecole maternelle Le Schloessel 		67540	Ostwald						73.0			0670220A		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	2 rue Welsch	Ecole maternelle Neuhof A 		67100	Strasbourg						98.0			0670292D		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	2 rue des écoles	Ecole maternelle de Hatten 		67690	Hatten						59.0			0670364G		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	3 rue de l'Eglise	Ecole élémentaire de Gingsheim 		67270	Gingsheim						23.0			0671099F		PUBLIC	44	Grand-Est
yes	no	no	LYON	Rue Winston Churchill	Ecole maternelle plaines 		42120	Le Coteau						71.0			0420961S		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	4 rue de Bourgogne	Ecole maternelle Fontquentin 		42300	Roanne						95.0	88.0		0421190R		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	LYON	9 allée Rachel	Ecole primaire Montferre 		42100	Saint-Étienne						60.0			0421472X		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	LYON	17 rue Gounod	Ecole maternelle d'application Montreynaud Gounod 		42000	Saint-Étienne						64.0			0421529J		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	10 rue H Dunant	Ecole primaire Beaulieu 		42100	Saint-Étienne						135.0	143.0		0421988H		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	NICE	97 avenue Henri Guillaume	Ecole maternelle Romain Rolland 		83500	La Seyne-sur-Mer						50.0	44.0		0830730T		PUBLIC	93	Provence-Alpes-Côte-d'Azur
yes	no	no	STRASBOURG	7 rue du Châlet	Ecole maternelle Le Petit Prince 		67260	Sarre-Union						150.0			0671470J		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	170 rue Neuve	Ecole maternelle de Schleithal 		67160	Schleithal						40.0	40.0		0671521P		PUBLIC	44	Grand-Est
yes	no	no	MONTPELLIER	Le village	Ecole primaire de Saint-Martin-de-Boubaux 		48160	Saint-Martin-de-Boubaux						7.0			0480362H		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Rue du Maréchal Lyautey	Ecole maternelle Jean Mermoz 		31600	Muret						179.0	179.0		0311118X		PUBLIC	76	Occitanie
yes	no	no	NANTES	18 rue Colonel de Sauveboeuf	Ecole maternelle Pierre et Marie Curie 		49000	Angers						92.0			0490099S		PUBLIC	52	Pays-de-la-Loire
yes	no	no	DIJON	17 rue d'En Haut	Ecole de Beugnon 		89570	Beugnon						13.0			0890470C		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	4 allée du Docteur Gauthereau	Ecole primaire de Villefranche 		89120	Villefranche						74.0			0890993W		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	17 rue Nicolas Droin	Ecole de Courgis 		89800	Courgis						15.0	18.0		0891081S		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	2 rue Auxerroise	Ecole élémentaire de Lignorelles 		89800	Lignorelles						26.0			0891294Y		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BESANCON	40 rue des Vosges	Ecole primaire Romagny sous Rougemont 		90110	Romagny-sous-Rougemont						21.0	20.0		0900055W		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BESANCON	Rue haute Rive	Ecole primaire Docteur Benoît 		90200	Giromagny						85.0	87.0		0900095P		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	NANTES	26 rue du Planty	Ecole maternelle Le Planty 		49300	Cholet						51.0			0490989J		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	STRASBOURG	2 rue des Marguerites	Ecole maternelle Les Marguerites 		68000	Colmar						30.0	31.0		0681782T		PUBLIC	44	Grand-Est
yes	yes	no	BORDEAUX	Groupe scolaire Grand Pontet	Ecole maternelle Elie Janailhac 		33330	Saint-Émilion						75.0	68.0		0332316N		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	38 avenue du chemin de la vie	Ecole maternelle la Souris Verte 		33440	Ambarès-et-Lagrave						46.0	58.0		0332763Z		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	VERSAILLES	Rue des Pierres rangées	Ecole maternelle Champ de Coq 		91590	La Ferté-Alais						29.0			0911135P		PUBLIC	11	Île-de-France
yes	no	no	AMIENS	18 rue Principale	Ecole élémentaire de Croix-Fonsomme 		2110	Croix-Fonsommes						24.0			0020597N		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	Impasse Jacquart	Ecole maternelle Groupe scolaire Quentin-Barre 		2100	Saint-Quentin						71.0			0020868H		PUBLIC	32	Hauts-de-France
yes	no	no	TOULOUSE	Place Jean Jaurès	Ecole maternelle Louise Michel 		31840	Aussonne						223.0			0311650A		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Le village	Ecole maternelle Empu Monlaur Bernet 		32140	Monlaur-Bernet						18.0	14.0		0320158Y		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Le village	Ecole maternelle Empu Termes d'Armagnanc 		32400	Termes-d'Armagnac						18.0	18.0		0320307K		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le village	Ecole élémentaire Troncens 		32230	Troncens						11.0			0320317W		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Le village	Ecole élémentaire Castelnau Auvignon 		32100	Castelnau-sur-l'Auvignon						15.0	12.0		0320462D		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le village	Ecole maternelle Empu Pouylebon 		32320	Pouylebon						18.0			0320611R		PUBLIC	76	Occitanie
yes	no	no	MONTPELLIER	Avenue de Paris	Ecole maternelle Taillefer 		30320	Marguerittes						50.0			0301529Z		PUBLIC	76	Occitanie
yes	no	no	BORDEAUX	12 rue Théodore Bellemer	Ecole primaire Camille Claudel 		33520	Bruges						185.0			0330545N		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Rue de la gare	Ecole maternelle de Saint-Christoly-de-Blaye 		33920	Saint-Christoly-de-Blaye						62.0	43.0		0331104W		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	REIMS	8 rue Balzan	Ecole primaire de Vieux-lès-Asfeld 		8190	Vieux-lès-Asfeld						35.0			0080513P		PUBLIC	44	Grand-Est
yes	no	no	REIMS	Rue du Général Sarrail	Ecole maternelle Jeanine Lambeau 		8320	Aubrives						43.0			0080755C		PUBLIC	44	Grand-Est
yes	no	no	REIMS	Rue d'Obernai	Ecole élémentaire de Brienne-sur-Aisne 		8190	Brienne-sur-Aisne						29.0			0081101D		PUBLIC	44	Grand-Est
yes	yes	no	TOULOUSE	Le village	Ecole primaire de Vicdessos 		9220	Vicdessos						45.0	43.0		0090070C		PUBLIC	76	Occitanie
yes	yes	no	CAEN	Rue du Docteur Callegari	Ecole maternelle Le Chat Perche 		50250	La Haye-du-Puits						93.0	82.0		0500448R		PUBLIC	28	Normandie
yes	no	no	CAEN	4 rue du Moulin Fauvel	Ecole RPI Les Bords de Terrette 		50620	Le Hommet-d'Arthenay						5.0			0500764J		PUBLIC	28	Normandie
yes	no	no	CAEN	Le bourg	Ecole Jules Ferry 		50330	Cosqueville						23.0			0501034C		PUBLIC	28	Normandie
yes	yes	no	VERSAILLES	19 rue d'Alsace	Ecole maternelle Victor Hugo 		92110	Clichy						264.0	279.0		0920449N		PUBLIC	11	Île-de-France
yes	yes	no	REIMS	43 rue Jean et Gilberte Droit	Ecole maternelle Gilberte Droit 		51100	Reims						70.0	68.0		0511414K		PUBLIC	44	Grand-Est
yes	yes	no	REIMS	2 allée des Acacias	Ecole maternelle du Parc de la Fontaine 		51140	Jonchery-sur-Vesle						77.0	71.0		0511518Y		PUBLIC	44	Grand-Est
yes	no	no	REIMS	1 place des Tilleuls	Ecole Henri Henriot 		52150	Huilliécourt						42.0			0520995Z		PUBLIC	44	Grand-Est
yes	yes	no	REIMS	Place Georges Pompidou	Ecole de Vecqueville 		52300	Vecqueville						45.0	28.0		0521020B		PUBLIC	44	Grand-Est
yes	yes	no	ROUEN	7 rue de la Liberté	Ecole élémentaire de Saint-Germain-de-Fresney 		27220	Saint-Germain-de-Fresney						26.0	22.0		0270396J		PUBLIC	28	Normandie
yes	no	no	REIMS	Rue Albert Camus	Ecole maternelle Léon Bourgeois 		51400	Mourmelon-le-Grand						68.0			0510366W		PUBLIC	44	Grand-Est
yes	no	no	REIMS	3 rue J de la Fontaine	Ecole élémentaire d'application Jean de la Fontaine 		51000	Châlons-en-Champagne						110.0			0510629G		PUBLIC	44	Grand-Est
yes	yes	no	VERSAILLES	9 rue Sophie Foucault	Ecole maternelle Sophie Foucault 		92110	Clichy						126.0	111.0		0922522S		PUBLIC	11	Île-de-France
yes	yes	no	CLERMONT-FERRAND	25 rue Victor Basch	Ecole maternelle Maurice Genest 		63200	Riom						125.0	126.0		0631506V		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	ROUEN	Rue des Maraîchers	Ecole maternelle Pauline Kergomard 		27700	Les Andelys						128.0	113.0		0271348U		PUBLIC	28	Normandie
yes	yes	no	ROUEN	2 place de la Mairie	Ecole élémentaire de Fresney 		27220	Fresney						51.0	44.0		0271493B		PUBLIC	28	Normandie
yes	no	no	ORLEANS-TOURS	9 rue Chanzy	Ecole maternelle de Terminiers 		28140	Terminiers						60.0			0280211C		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	REIMS	3 rue de la gare	Ecole maternelle de Sept-Saulx 		51400	Sept-Saulx						46.0			0511586X		PUBLIC	44	Grand-Est
yes	yes	no	REIMS	4 Route de Montmort	Ecole maternelle de Fromentières 		51210	Fromentières						52.0	53.0		0511967L		PUBLIC	44	Grand-Est
yes	yes	no	RENNES	18 rue Maréchal Leclerc	Ecole maternelle de Quintin 		22800	Quintin						102.0	74.0		0220654S		PUBLIC	53	Bretagne
yes	yes	no	RENNES	Rue Sainte-Suzanne	Ecole maternelle de Mûr-de-Bretagne 		22530	Mûr-de-Bretagne						51.0	53.0		0220690F		PUBLIC	53	Bretagne
yes	yes	no	RENNES	Le bourg	Ecole maternelle de Plouër-sur-Rance 		22490	Plouër-sur-Rance						96.0	89.0		0221477L		PUBLIC	53	Bretagne
yes	no	no	RENNES	22 Route de Trebeurden	Ecole maternelle Jean Le Morvan 		22560	Pleumeur-Bodou						36.0			0221604Z		PUBLIC	53	Bretagne
yes	yes	no	MONTPELLIER	Avenue Robert Gourdon	Ecole élémentaire du Pic d'Etienne 		30600	Vauvert						149.0	145.0		0301179U		PUBLIC	76	Occitanie
yes	no	no	CRETEIL	4 rue P Brossolette	Ecole élémentaire Marie Curie 		93270	Sevran						152.0			0931314Y		PUBLIC	11	Île-de-France
yes	yes	no	CRETEIL	77 avenue H Barbusse	Ecole maternelle Camille Claudel 		93140	Bondy	Seine-Saint-Denis		48.901570		2.487910	282.0	288.0		0932067S		PUBLIC	11	Île-de-France
yes	no	no	CRETEIL											101.0			0932596S		PUBLIC	11	Île-de-France
yes	yes	no	AMIENS	3 rue de l'église	Ecole élémentaire de Montépilloy 		60810	Montépilloy						19.0	15.0		0601124W		PUBLIC	32	Hauts-de-France
yes	no	no	BORDEAUX	Hameau de Cadouin	Ecole primaire du Buisson-de-Cadouin 		24480	Le Buisson-de-Cadouin						18.0			0240182T		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Rue Eugénie Cotton	Ecole maternelle Eugène Le Roy 		24660	Coulounieix-Chamiers						141.0	137.0		0240274T		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	Avenue Aristide Briand	Ecole maternelle René Desmaison  		24100	Bergerac						88.0	86.0		0240307D		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	Bourg Nord	Ecole élémentaire de Grèzes 		24120	Grèzes						23.0			0240766C		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	19 rue Emile Zola	Ecole élémentaire Alba 		24100	Bergerac						102.0			0240954G		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	2 rue de la Liberté	Ecole primaire de Messemé 		86200	Messemé						19.0	19.0		0860375R		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	Rue Baptiste Toussaint	Ecole de Millac 		86150	Millac						18.0			0860383Z		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	2 place du Vieux marché	Ecole maternelle Ville haute 		86500	Montmorillon						37.0			0860402V		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	CAEN	18 rue du Paty	Ecole maternelle Fernand Léger 		61200	Argentan						99.0	100.0		0610072X		PUBLIC	28	Normandie
yes	yes	no	CAEN	Le bourg	Ecole élémentaire Louis Louvrier 		61310	Silly-en-Gouffern						42.0	37.0		0610662N		PUBLIC	28	Normandie
yes	yes	no	BESANCON	Place Cassard	Ecole de Flangebouche 		25390	Flangebouche						69.0	70.0		0250481M		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	BESANCON	2 rue du Neuf Clos	Ecole Chauffaud 		25130	Villers-le-Lac						29.0			0250591G		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BESANCON	8 rue de la Maltournée	Ecole primaire de Pugey 		25720	Pugey						100.0	52.0		0250811W		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BESANCON	26 grande rue	Ecole primaire Intercommunale d'Aibre	25	25750	Aibre	Doubs	OUVERT	47.55087170291518		6.697787443641003	105.0	99.0		0251879G	INTERCOMMUNALE	PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	RENNES	33 rue Guy Ropartz	Ecole maternelle Pauline Kergomard 		56600	Lanester						28.0			0560313L		PUBLIC	53	Bretagne
yes	no	no	RENNES	Hameau de Talvern Neneze	Ecole primaire de Pluméliau 		56930	Pluméliau						33.0			0560383M		PUBLIC	53	Bretagne
yes	no	no	RENNES	Rue de Kerdisson	Ecole maternelle Paul Langevin 		56300	Pontivy						60.0			0560834C		PUBLIC	53	Bretagne
yes	yes	no	POITIERS	5 rue de la Mairie	Ecole primaire de Ranton 		86200	Ranton						19.0	11.0		0860525D		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	37 rue des Pignons Blancs	Ecole maternelle Les Guiraudières 		86300	Chauvigny						34.0	31.0		0860715K		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	POITIERS	1 rue de Montmorillon	Ecole primaire Saint-Pierre Les Eglises 		86300	Chauvigny						79.0			0861025X		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	9 rue d'Alsace	Ecole maternelle Marcel Ribbe 		86530	Cenon-sur-Vienne						69.0	83.0		0861065R		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	POITIERS	3 rue haute	Ecole maternelle de Beaumont 		86490	Beaumont						58.0	58.0		0861104H		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	LIMOGES	10 rue Edouard Cholet	Ecole maternelle Edouard Herriot 		87000	Limoges						136.0	139.0		0870247W		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	RENNES	2 rue Victor Rossel	Ecole maternelle Vauban 		29200	Brest						47.0			0290478M		PUBLIC	53	Bretagne
yes	no	no	RENNES	75 rue de la Terre Noire	Ecole maternelle Yves Le Manchec 		29000	Quimper						66.0			0290564F		PUBLIC	53	Bretagne
yes	no	no	NANCY-METZ	1 Route de la forêt	Ecole élémentaire d'Elvange 		57690	Elvange						12.0			0570333C		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	2 rue de l'Ecole	Ecole élémentaire de Villing 		57550	Villing						19.0			0570416T		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	13 place Carrière	Ecole maternelle Jean Rostand 		88300	Neufchâteau						68.0	70.0		0880330F		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	1 rue de l'Eglise	Ecole maternelle du Ménil 		88160	Le Ménil						38.0			0881505H		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	14 Grand rue	Ecole maternelle B. Fremiot 		88460	Charmois-devant-Bruyères						17.0			0881614B		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	262 rue du Stade	Ecole maternelle Centre 		88220	Hadol						86.0			0881665G		PUBLIC	44	Grand-Est
yes	yes	no	DIJON	2 rue de la Mairie	Ecole d'Andryes 		89480	Andryes						20.0	15.0		0890309C		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	AMIENS	8 rue de la Caure	Ecole de Condé-sur-Aisne 		2370	Condé-sur-Aisne						37.0	35.0		0020556U		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	22 rue de la Grange aux Bois	Ecole élémentaire de Mesnil-Saint-Laurent 		2720	Mesnil-Saint-Laurent						17.0			0020687L		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	Rue de Verdun	Ecole élémentaire de Monceau-le-Neuf-et-Faucouzy 		2270	Monceau-le-Neuf-et-Faucouzy						26.0			0020699Z		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	8 rue Principale	Ecole élémentaire de Monnes 		2470	Monnes						20.0			0020708J		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	218 rue de Paris	Ecole maternelle Ernest Lavisse 		2100	Saint-Quentin						112.0			0020874P		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	Rue du Vert Galan	Ecole maternelle Marguerite Jolly 		2120	Landifay-et-Bertaignemont						24.0			0020961J		PUBLIC	32	Hauts-de-France
yes	yes	no	NANTES	Rue du Tillay	Ecole maternelle Condorcet 		44800	Saint-Herblain						124.0	139.0		0442108C		PUBLIC	52	Pays-de-la-Loire
yes	no	no	ORLEANS-TOURS	1 impasse Joseph Cressot	Ecole maternelle d'application Jardin des Plantes 		45100	Orléans						154.0			0450262R		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	CORSE	Hameau de Trinité	Ecole maternelle Trinité maternelle 		20137	Porto-Vecchio						70.0	74.0		6200677S		PUBLIC	94	Corse
yes	yes	no	LILLE	50 boulevard de Strasbourg	Ecole Saint-Exupery-Mme de Ségur 		59000	Lille						115.0	106.0		0596638V		PUBLIC	32	Hauts-de-France
yes	yes	no	TOULOUSE	Le bourg	Ecole primaire de Parnac 		46140	Parnac						14.0	13.0		0460242N		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	4 rue d'Alsace	Ecole maternelle Louis Mazet 		46500	Gramat						70.0	73.0		0460340V		PUBLIC	76	Occitanie
yes	yes	no	AMIENS	6 rue Charles de Gaulle	Ecole du Centre 		60600	Breuil-le-Vert						37.0	13.0		0600685U		PUBLIC	32	Hauts-de-France
yes	no	no	REIMS	18 rue Basse	Ecole primaire de Bouy-Luxembourg 		10220	Bouy-Luxembourg						23.0			0100156R		PUBLIC	44	Grand-Est
yes	yes	no	REIMS	2 boulevard du 14 juillet	Ecole maternelle Jacobins 		10000	Troyes	Aube		48.294350		4.078210	67.0	72.0		0100565K		PUBLIC	44	Grand-Est
yes	no	no	REIMS	153 rue de Preize	Ecole maternelle Preize 		10000	Troyes	Aube		48.309940		4.066330	71.0			0100584F		PUBLIC	44	Grand-Est
yes	no	no	REIMS	1 rue de l'Ecole	Ecole primaire d'Urville 		10200	Urville						16.0			0100597V		PUBLIC	44	Grand-Est
yes	no	no	REIMS	17 Route Nationale	Ecole primaire de Villery 		10320	Villery						19.0			0100634K		PUBLIC	44	Grand-Est
yes	no	no	REIMS	43 Route impériale	Ecole primaire de Voué 		10150	Voué						207.0			0100654G		PUBLIC	44	Grand-Est
yes	no	no	DIJON	Le Maupas	Ecole RPI 		21430	Sussey						13.0			0210554N		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Place de la Mairie	Ecole maternelle de Lacanche 		21230	Lacanche						19.0			0210906W		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	BORDEAUX	Rue du chemin Rouge	Ecole élémentaire chemin Rouge 		47500	Fumel						34.0			0470387R		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	ORLEANS-TOURS	13 rue Chevaliers Macquaux	Ecole primaire des Essards 		37130	Les Essards						24.0			0370445H		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	NANTES	5 rue de Lozère	Ecole maternelle Bernardière 		44800	Saint-Herblain						109.0	104.0		0440992P		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	NANCY-METZ	18 Grande rue	Ecole élémentaire de Gélacourt 		54120	Gélacourt						23.0	22.0		0540466N		PUBLIC	44	Grand-Est
yes	no	no	REIMS	867 Route de Troyes	Ecole maternelle Jean Monnet 		10120	Saint-Germain						74.0			0101026L		PUBLIC	44	Grand-Est
yes	no	no	REIMS	2 Ruelle Cocos	Ecole élémentaire de Pougy 		10240	Pougy						18.0			0101075P		PUBLIC	44	Grand-Est
yes	yes	no	MONTPELLIER	129 Route d'Armissan	Ecole maternelle Les Platanes 	11	11100	Narbonne	Aude					13.0	10.0		0110799J		PUBLIC	76	Occitanie
yes	yes	no	BORDEAUX	Villeneuve de Mezin	Ecole maternelle Villeneuve de Mezin 		47170	Lannes						16.0	8.0		0470890M		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	ORLEANS-TOURS	Rue des Grands Clos	Ecole primaire Guehenno  		37260	Artannes-sur-Indre						154.0			0371109E		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	GRENOBLE	Route Nationale	Ecole Les Sables 		38520	Le Bourg-d'Oisans						14.0			0380214B		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	TOULOUSE	Taurines	Ecole Taurines 		12120	Centrès						15.0			0120260T		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le bourg	Ecole élémentaire de Montfranc 		12380	Montfranc						11.0			0120481H		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le bourg	Ecole de Plaisance 		12550	Plaisance						13.0			0120913C		PUBLIC	76	Occitanie
yes	yes	no	LIMOGES	3 rue Laënnec	Ecole maternelle Gaubre 		19100	Brive-la-Gaillarde						65.0	56.0		0190161X		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	NANTES	25 quai des Mariniers	Ecole élémentaire du Thoureil 		49350	Le Thoureil						24.0	23.0		0490734G		PUBLIC	52	Pays-de-la-Loire
yes	yes	no	GRENOBLE	Le bourg	Ecole primaire Les Marronniers 		38840	La Sône						16.0	10.0		0381292Y		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	GRENOBLE	15 rue Le Corbusier	Ecole maternelle Saint-Just 		38400	Saint-Martin-d'Hères						51.0	34.0		0381893B		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	57 rue de la Libération	Ecole maternelle R. de la Libération 		42480	La Fouillouse						123.0	121.0		0420280B		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	112 rue du 11 Novembre	Ecole maternelle R. du 11 Novembre 		42720	Pouilly-sous-Charlieu						80.0	69.0		0420309H		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	7 avenue Jules Ferry	Ecole maternelle Ferry 		42270	Saint-Priest-en-Jarez						83.0	76.0		0420790F		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	LYON	15 rue de l'Université	Ecole maternelle Metare Cottencière 		42100	Saint-Étienne						122.0	138.0		0421075R		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	LIMOGES	Avenue Jean Vinatier	Ecole maternelle de Seilhac 		19700	Seilhac						58.0			0190360N		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	DIJON	Village Thorey	Ecole élémentaire RPI 		21350	Thorey-sous-Charny						22.0	13.0		0210535T		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Rue des Fossés	Ecole de Rougemont 		21500	Rougemont						11.0			0210665J		PUBLIC	27	Bourgogne-et-Franche-Comté
