2015-2016	2016-2017	2017-2018	Académie	Adresse	Appellation officielle	Code département	Code postal	Commune	Département	Etat établissement	Latitude	Lieu dit	Longitude	Nombre d'élèves 2015-2016	Nombre d'élèves 2016-2017	Nombre d'élèves 2017-2018	Numéro d'école	Patronyme uai	Secteur d'enseignement	code région	libellé région
yes	yes	no	PARIS	20 rue Paul Valéry	Ecole maternelle Paul Valéry C 		75016	Paris						107.0	94.0		0751366C		PUBLIC	11	Île-de-France
yes	no	no	NANCY-METZ	5 Grand rue	Ecole maternelle d'Abaucourt 		54610	Abaucourt						24.0			0540143M		PUBLIC	44	Grand-Est
yes	yes	no	NANCY-METZ	4 bis rue Jeanne d'Arc	Ecole élémentaire du Centre 		54570	Foug						63.0	51.0		0540444P		PUBLIC	44	Grand-Est
yes	no	no	ROUEN	2 rue du faubourg de la Barre	Ecole élémentaire Madame de Sévigné 		76200	Dieppe						88.0			0760388J		PUBLIC	28	Normandie
yes	no	no	ROUEN	618 rte de la Vallée	Ecole élémentaire Fernand Grandin 		76116	Saint-Denis-le-Thiboult						17.0			0760457J		PUBLIC	28	Normandie
yes	no	no	ROUEN	15 Route du Carreau	Ecole élémentaire Albert Jacquard 		76280	Vergetot						16.0			0760662G		PUBLIC	28	Normandie
yes	no	no	ROUEN	Route de la Mairie	Ecole élémentaire de Bertreville-Saint-Ouen 		76590	Bertreville-Saint-Ouen						13.0			0760709H		PUBLIC	28	Normandie
yes	no	no	ROUEN	8 rue Gustave Brindeau	Ecole élémentaire Valmy I 		76600	Le Havre						129.0			0760843D		PUBLIC	28	Normandie
yes	yes	no	ROUEN	299 rue de l'Avenir	Ecole élémentaire de Criquetot-sur-Ouville 		76760	Criquetot-sur-Ouville						52.0	49.0		0761042V		PUBLIC	28	Normandie
yes	yes	no	ROUEN	3 Route de Berville	Ecole d'Ouville-l'Abbaye 		76760	Ouville-l'Abbaye						141.0	140.0		0761052F		PUBLIC	28	Normandie
yes	yes	no	NANCY-METZ	2 rue de la Mairie	Ecole maternelle de Vacqueville 		54540	Vacqueville						17.0	14.0		0541089R		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	4 rue haute	Ecole élémentaire de Vallois 		54830	Vallois						12.0			0541095X		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	31 Grande rue	Ecole élémentaire de Xousse 		54370	Xousse						16.0			0541188Y		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	5 rue de l'Eglise	Ecole élémentaire de Bey-sur-Seille 		54760	Bey-sur-Seille						23.0			0542107X		PUBLIC	44	Grand-Est
yes	no	no	NANCY-METZ	16 rue André Maginot	Ecole élémentaire de Neuvilly-en-Argonne 		55120	Neuvilly-en-Argonne						17.0			0550684V		PUBLIC	44	Grand-Est
yes	no	no	BESANCON	Rue de la Mairie	Ecole primaire de Neuvelle-lès-la-Charité 		70130	Neuvelle-lès-la-Charité						19.0			0700546N		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	1 rue Leschenault de la Tour	Ecole maternelle la Citadelle 		71100	Chalon-sur-Saône						68.0	71.0		0710169Y		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	15 rue du Vilet	Ecole maternelle Mouillelongue 		71200	Le Creusot						40.0	44.0		0710180K		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	12 rue Jean Bouveri	Ecole maternelle Jean de la Fontaine 		71210	Montchanin						55.0	45.0		0710211U		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	Rue Danton	Ecole élémentaire Jean Macé 		71130	Gueugnon						104.0	97.0		0710369R		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	LILLE	192 rue de la Vallée	Ecole maternelle de Lattre de Tassigny 		59510	Hem						88.0	83.0		0594842T		PUBLIC	32	Hauts-de-France
yes	yes	no	BORDEAUX	Place de l'Eglise	Ecole primaire d'Osse-en-Aspe 		64490	Osse-en-Aspe						12.0	15.0		0640665A		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	Route Départementale 918	Ecole élémentaire de Bunus 		64120	Bunus						15.0			0640855G		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	27 rue Euskadi	Ecole maternelle Tivoli 		64600	Anglet						26.0			0641524J		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	GUADELOUPE	Rue Paul Lacavé	Ecole primaire Alice Delacroix 		97131	Petit-Canal						227.0	211.0		9710117A		PUBLIC	1	Guadeloupe
yes	yes	no	LILLE	145 rue de Cassel	Ecole Albert Samain 		59640	Dunkerque						121.0	109.0		0596364X		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	45 rue de l'Aunette	Ecole élémentaire de Senots 		60240	Senots						25.0			0600150M		PUBLIC	32	Hauts-de-France
yes	yes	no	TOULOUSE	26 rue des Pyrénées	Ecole élémentaire de Gensac 		65140	Gensac						20.0	14.0		0650181U		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le village	Ecole élémentaire de Vier-Bordes 		65400	Vier-Bordes						13.0			0650280B		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	1 rue Ribère	Ecole élémentaire d'Aspin-en-Lavedan 		65100	Aspin-en-Lavedan						17.0			0650332H		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Avenue de Lesponne	Ecole maternelle de Loures-Barousse 		65370	Loures-Barousse						59.0	60.0		0650699G		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Rue de la Lande de Boc	Ecole maternelle Le Guerissa 		65300	Lannemezan						50.0	50.0		0650700H		PUBLIC	76	Occitanie
yes	yes	no	MONTPELLIER	Place de l'Ancienne Mairie	Ecole maternelle de Vernet-les-Bains 		66820	Vernet-les-Bains						37.0	40.0		0660202L		PUBLIC	76	Occitanie
yes	no	no	GRENOBLE	Le Chatelard	Ecole élémentaire Le Chatelard-Montvalezan 		73700	Montvalezan						18.0			0730673K		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	ROUEN	Rue des Sangliers	Ecole maternelle du Canada 		27000	Évreux						37.0	35.0		0271137P		PUBLIC	28	Normandie
yes	yes	no	LILLE	8 rue de la Mairie	Ecole primaire RPI 39 		62810	Grand-Rullecourt	Pas-de-Calais		50.255350		2.472990	19.0	16.0		0620489V		PUBLIC	32	Hauts-de-France
yes	yes	no	LILLE	Rue de Versailles	Ecole maternelle Marcel Cachin 		62210	Avion						68.0	67.0		0622251K		PUBLIC	32	Hauts-de-France
yes	yes	no	VERSAILLES	5 allée Marco Polo	Ecole élémentaire Marco Polo 		91000	Évry						133.0	127.0		0911795G		PUBLIC	11	Île-de-France
yes	yes	no	VERSAILLES	2 rue des écoles	Ecole maternelle Bastard 		91730	Chamarande						40.0	41.0		0911892M		PUBLIC	11	Île-de-France
yes	yes	no	ORLEANS-TOURS	30 rue Emmeline	Ecole Beaumont Les Autels 		28480	Beaumont-les-Autels						42.0	40.0		0280367X		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	LILLE	23 rue de Fouquières	Ecole maternelle de Fouquereuil 		62232	Fouquereuil						58.0			0623048B		PUBLIC	32	Hauts-de-France
yes	no	no	GRENOBLE	Le Quart	Ecole maternelle la Quart 		74340	Samoëns						60.0			0741271E		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	GRENOBLE	Rue des écoles	Ecole maternelle de Messery 		74140	Messery						88.0			0741411G		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	RENNES	3 rue Yves Giloux	Ecole maternelle Ferdinand Buisson 		29200	Brest						108.0	103.0		0290490A		PUBLIC	53	Bretagne
yes	yes	no	BORDEAUX	135 avenue de la Somme	Ecole maternelle Arnaud Lafon 		33700	Mérignac						132.0	147.0		0332730N		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	MONTPELLIER	Rue des écoles Republicaines	Ecole maternelle de Ganges 		34190	Ganges						145.0	136.0		0340358E		PUBLIC	76	Occitanie
yes	yes	no	CRETEIL	1 rue Nicolas Tappereau	Ecole maternelle Les Mezereaux 1 		77000	Melun						96.0	103.0		0771491C		PUBLIC	11	Île-de-France
yes	no	no	NANCY-METZ	3 allée des Tilleuls	Ecole de Plein Air écolE de Plein Air Landonvillers 		57530	Courcelles-Chaussy	 Moselle 		49.134720		6.389520	24.0			0572903W		PUBLIC	44	Grand-Est
yes	no	no	DIJON	Le bourg	Ecole primaire de Saint-Péreuse 		58110	Saint-Péreuse						14.0			0580185L		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	56 boulevard Victor Hugo	Ecole primaire Victor Hugo 		58000	Nevers						112.0			0580341F		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BORDEAUX	14 rue Alsace	Ecole maternelle d'Alsace 		64200	Biarritz						59.0	59.0		0640818S		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	5 rue d'Armagnac	Ecole maternelle Stanislas Lavigne 		64000	Pau						48.0			0641053X		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	CAEN	19 rue Augustin Fresnel	Ecole Jacques Prévert 		61000	Alençon						54.0			0611063Z		PUBLIC	28	Normandie
yes	yes	no	STRASBOURG	15 rue des Jardins	Ecole Les îles du Rhin 		68320	Baltzenheim						46.0	29.0		0680483F		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	Rue des écoles	Ecole maternelle Soeur Fridoline 		68500	Issenheim						79.0	58.0		0680692H		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	6 rue Jean Montavont	Ecole maternelle Montavont 		68200	Mulhouse						140.0	150.0		0681038J		PUBLIC	44	Grand-Est
yes	yes	no	TOULOUSE	Avenue Jean Jaurès	Ecole élémentaire Lamartine 		65800	Aureilhan						120.0	134.0		0650218J		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	2 rue Joliot Curie	Ecole élémentaire Joliot Curie 		65800	Aureilhan						98.0	90.0		0650219K		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Place Réné Escoula	Ecole élémentaire du Pic du Midi 		65200	Bagnères-de-Bigorre						101.0	78.0		0650296U		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Rue Jean Zay	Ecole élémentaire Montaigu 		65600	Séméac						145.0			0650402J		PUBLIC	76	Occitanie
yes	no	no	CRETEIL	213 rue Jules Ferry	Ecole élémentaire Louis Pergaud 		77480	Bray-sur-Seine						89.0			0770064B		PUBLIC	11	Île-de-France
yes	yes	no	BESANCON	10 grande rue	Ecole primaire intercommunale	25	25340	Pompierre-sur-Doubs	Doubs	OUVERT	47.41746426839706		6.523127289258773	97.0	99.0		0251818R	INTERCOMMUNALE TRIO'MINOTS	PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	TOULOUSE	Le village	Ecole élémentaire de Lanespède 		65190	Lanespède						18.0	16.0		0650554Z		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	346 rue Pasteur	Ecole maternelle Paul Baratgin 		65300	Lannemezan						50.0	43.0		0650645Y		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	Avenue de Lesponne	Ecole élémentaire de Loures-Barousse 		65370	Loures-Barousse						101.0	103.0		0650719D		PUBLIC	76	Occitanie
yes	yes	no	TOULOUSE	474 Boulevard des Tilleuls	Ecole primaire Bourtoulets 		65300	Lannemezan						102.0	93.0		0650928F		PUBLIC	76	Occitanie
yes	yes	no	MONTPELLIER	Rue Damien Benizet	Ecole maternelle de Saint-Laurent-de-Cerdans 		66260	Saint-Laurent-de-Cerdans						33.0	5.0		0660385K		PUBLIC	76	Occitanie
yes	no	no	ROUEN	89 rue Alexandre Papin	Ecole maternelle Pierre Brossolette 		76470	Le Tréport						69.0			0761567R		PUBLIC	28	Normandie
yes	yes	no	ROUEN	95 avenue Aristide Briand	Ecole maternelle Marie Curie 		27930	Gravigny						157.0	145.0		0270093E		PUBLIC	28	Normandie
yes	no	no	DIJON	Le bourg	Ecole de Champlecy 		71120	Champlecy						20.0			0710841D		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	15 rue Clos Laval	Ecole de Saint-Martin-sous-Montaigu 		71640	Saint-Martin-sous-Montaigu						13.0			0711047C		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	Le bourg	Ecole maternelle de la Chapelle-de-Guinchay 		71570	La Chapelle-de-Guinchay						163.0	141.0		0711276B		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	DIJON	Rue des Preauds	Ecole maternelle de Prissé 		71960	Prissé						82.0			0711280F		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	ROUEN	Rue Général de Gaulle	Ecole maternelle Maurice Genevoix 		76240	Belbeuf						63.0			0762415M		PUBLIC	28	Normandie
yes	no	no	LYON	47 avenue Ferdinand Buisson	Ecole maternelle Ferdinand Buisson 		69500	Bron						155.0			0690444H		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	BORDEAUX	Le bourg	Ecole primaire de Champagne-et-Fontaine 		24320	Champagne-et-Fontaine						40.0	35.0		0240488A		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	NANTES	Grande rue	Ecole primaire RPI 		72320	Gréez-sur-Roc						19.0			0720417M		PUBLIC	52	Pays-de-la-Loire
yes	no	no	NANTES	3 rue du Tusson	Ecole maternelle Les P'tits Loups	72	72340	Loir en Vallée	Sarthe	OUVERT	47.79031000209935	LAVENAY	0.7027841320007969	16.0			0721272S	R.P.I. LES P'TITS LOUPS	PUBLIC	52	Pays-de-la-Loire
yes	no	no	LYON	Le bourg	Ecole de Saint-Cyr-le-Chatoux 		69870	Saint-Cyr-le-Chatoux						11.0			0691107D		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	BORDEAUX	Le bourg	Ecole élémentaire de Lacropte 		24380	Lacropte						43.0	20.0		0240851V		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	5 rue Lucien Fauré	Ecole maternelle Lucien Fauré 		33300	Bordeaux						70.0	35.0		0330247P		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	STRASBOURG	2 place du Tramway	Ecole maternelle de Krautergersheim 		67880	Krautergersheim						60.0	65.0		0670245C		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	32 rue des Forgerons	Ecole maternelle de Seebach 		67160	Seebach						35.0			0670375U		PUBLIC	44	Grand-Est
yes	yes	no	GRENOBLE	161 rue de la Poste	Ecole maternelle de Cranves-Sales 		74380	Cranves-Sales						180.0	176.0		0741145T		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	GRENOBLE	Les Mogets	Ecole maternelle de Loisin 		74140	Loisin						58.0	58.0		0741461L		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	STRASBOURG	39 rue de Wattwiller	Ecole maternelle Ampère 		67100	Strasbourg						103.0	96.0		0672108C		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	88 chemin de la Souffel	Ecole maternelle Le Petit Pont 		67370	Stutzheim-Offenheim						35.0	35.0		0672541Y		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	2 rue de l'Eglise	Ecole maternelle de Gresswiller 		67190	Gresswiller						55.0	53.0		0672667K		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	3 place de la Mairie	Ecole de Hartmannswiller 		68500	Hartmannswiller						54.0	54.0		0680227C		PUBLIC	44	Grand-Est
yes	yes	no	PARIS	9 rue Franc Nohain	Ecole maternelle Franc Nohain M 		75013	Paris	Paris		48.821390		2.375180	98.0	83.0		0751306M		PUBLIC	11	Île-de-France
yes	yes	no	GRENOBLE	65 avenue de Horgen	Ecole maternelle Réné Cassin 		74210	Faverges						112.0	97.0		0740368Y		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	GRENOBLE	Rue Pargoud	Ecole maternelle Pargoud-Albertville 		73200	Albertville						130.0	125.0		0730374K		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	GRENOBLE	La Pallaz	Ecole maternelle la Pallaz-Ste Hélène sur Isère 		73460	Sainte-Hélène-sur-Isère						43.0	55.0		0731393T		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	ROUEN	Route de la Lezarde	Ecole élémentaire de Notre-Dame-du-Bec 		76133	Notre-Dame-du-Bec						18.0	20.0		0761143E		PUBLIC	28	Normandie
yes	no	no	CRETEIL	Rue du Tripot	Ecole élémentaire Jéhan de Brie 		77480	Bray-sur-Seine						93.0			0770063A		PUBLIC	11	Île-de-France
yes	no	no	LYON	20 chemin de Beauregard	Ecole maternelle la Tour 		69320	Feyzin						73.0			0692598Z		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	CRETEIL	5 place Thomas Le Pilleur	Ecole maternelle Robert Doisneau 		77700	Serris						72.0	68.0		0772528E		PUBLIC	11	Île-de-France
yes	yes	no	BESANCON	Rue Cornée	Ecole primaire de Melincourt 		70210	Melincourt						25.0	19.0		0700602Z		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	DIJON	14 rue Camille Desmoulins	Ecole maternelle Jean Damichel 		71230	Saint-Vallier						53.0	53.0		0710287B		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	STRASBOURG	Rue de Fulleren	Ecole maternelle de Dannemarie 		68210	Dannemarie						82.0	78.0		0680655T		PUBLIC	44	Grand-Est
yes	no	no	STRASBOURG	13 rue des Chanoines	Ecole maternelle Les Remparts 		68500	Guebwiller						54.0			0680666E		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	10 rue des Vignerons	Ecole élémentaire Rebzunft 		68500	Guebwiller						161.0	140.0		0681214A		PUBLIC	44	Grand-Est
yes	yes	no	STRASBOURG	1 rue de la Moselle	Ecole maternelle Arc-en-ciel 		68310	Wittelsheim						36.0	28.0		0681464X		PUBLIC	44	Grand-Est
yes	yes	no	PARIS	5 rue Milton	Ecole maternelle Milton E 		75009	Paris						125.0	123.0		0753277E		PUBLIC	11	Île-de-France
yes	yes	no	CLERMONT-FERRAND	Le bourg	Ecole élémentaire de Liernolles 		3130	Liernolles						22.0	5.0		0030402W		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	ROUEN	Le bourg	Ecole élémentaire de Fontaine-en-Bray 		76440	Fontaine-en-Bray						24.0	25.0		0760293F		PUBLIC	28	Normandie
yes	yes	no	ROUEN	350 Route du Village	Ecole élémentaire d'Hermeville 		76280	Hermeville						15.0	5.0		0760653X		PUBLIC	28	Normandie
yes	yes	no	ROUEN	Rue de l'Ancienne Mare	Ecole élémentaire d'Ambrumesnil 		76550	Ambrumesnil						25.0	16.0		0760847H		PUBLIC	28	Normandie
yes	yes	no	ROUEN	Rue de la Mairie	Ecole élémentaire de Sauqueville 		76550	Sauqueville						22.0	15.0		0760870H		PUBLIC	28	Normandie
yes	yes	no	CLERMONT-FERRAND	Le bourg	Ecole Claudius Meunier 		3250	Châtel-Montagne						9.0	9.0		0030551H		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	ROUEN	15 rue Maurice Bouchor	Ecole élémentaire Maurice Bouchor I 		76610	Le Havre						143.0			0760820D		PUBLIC	28	Normandie
yes	no	no	ROUEN	Route de Dieppe	Ecole élémentaire Pauline Kergomard 		76740	Le Bourg-Dun						18.0			0760852N		PUBLIC	28	Normandie
yes	yes	no	ROUEN	Rue de l'Ecole	Ecole élémentaire d'Hautot-l'Auvray 		76450	Hautot-l'Auvray						27.0	21.0		0760891F		PUBLIC	28	Normandie
yes	no	no	AMIENS	Rue du Château	Ecole élémentaire de Chevresis-Monceau 		2270	Chevresis-Monceau						20.0			0020276P		PUBLIC	32	Hauts-de-France
yes	yes	no	AMIENS	6 rue de l'école	Ecole élémentaire d'Étouvelles 		2000	Étouvelles						22.0	26.0		0020434L		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	2bis rue du Moulin	Ecole de la Malmaison 		2190	La Malmaison						28.0			0020648U		PUBLIC	32	Hauts-de-France
yes	yes	no	CRETEIL	2 Grande rue	Ecole élémentaire de Villiers-sur-Seine 		77114	Villiers-sur-Seine						22.0	22.0		0770080U		PUBLIC	11	Île-de-France
yes	no	no	AMIENS	3 rue de la place	Ecole de Prouvais 		2190	Prouvais						31.0			0020936G		PUBLIC	32	Hauts-de-France
yes	yes	no	AMIENS	Rue de Priel	Ecole de Villeret 		2420	Villeret						54.0	45.0		0021324D		PUBLIC	32	Hauts-de-France
yes	no	no	AMIENS	Rue des écoles	Ecole de Vierzy 		2210	Vierzy						76.0			0021678N		PUBLIC	32	Hauts-de-France
yes	yes	no	BESANCON	8 rue Albert Camus	Ecole maternelle Péguy Charles 		25300	Pontarlier						64.0	59.0		0251384U		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	BESANCON	Route de Bonnay	Ecole maternelle de Devecey 		25870	Devecey						67.0	63.0		0251627H		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	yes	no	CRETEIL	Route de trois Moulins	Ecole élémentaire Claudine Fabrici 		77950	Rubelles						148.0	154.0		0770592A		PUBLIC	11	Île-de-France
yes	no	no	GRENOBLE	43 avenue du Grand Champ	Ecole maternelle Blanche Rochas 		38180	Seyssins						75.0			0382802P		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	GRENOBLE	465 rue du Grand Champ	Ecole maternelle de la Vallée 		38730	Virieu						58.0			0382899V		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	no	no	BESANCON	2 Route de Pontarlier	Ecole maternelle de Cernans 		39110	Cernans						22.0			0390446Y		PUBLIC	27	Bourgogne-et-Franche-Comté
yes	no	no	BORDEAUX	Rue Hugues	Ecole maternelle Les Pins 		40100	Dax						105.0			0400725W		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	BORDEAUX	21 avenue du 21 aoE»t	Ecole maternelle Bourg 		40280	Saint-Pierre-du-Mont						101.0	106.0		0400775A		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	ORLEANS-TOURS	2 rue des Jacobins	Ecole primaire France  		37000	Tours						154.0			0370212E		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	ORLEANS-TOURS	Les Grands Clos	Ecole maternelle Guehenno  		37260	Artannes-sur-Indre						88.0			0371382B		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	CAEN	1 rue de Nyon	Ecole maternelle Camp Ferme 		14700	Falaise						89.0	97.0		0140642X		PUBLIC	28	Normandie
yes	yes	no	TOULOUSE	Hameau du Parre	Ecole élémentaire Margouet-Meymes 		32290	Margouët-Meymes						21.0	14.0		0320120G		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le village	Ecole élémentaire Maumusson Laguian 		32400	Maumusson-Laguian						13.0			0320129S		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le village	Ecole maternelle Empu Monlezun Pardiac 		32230	Monlezun						15.0			0320159Z		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le village	Ecole maternelle Empu Montaut d'Astarac 		32300	Montaut						11.0			0320164E		PUBLIC	76	Occitanie
yes	no	no	TOULOUSE	Le village	Ecole Lagarde Hachan 		32300	Lagarde-Hachan						15.0			0320371E		PUBLIC	76	Occitanie
yes	yes	no	CAEN	Rue du collège	Ecole maternelle de Saint-Sever-Calvados 		14380	Saint-Sever-Calvados						65.0	72.0		0141622M		PUBLIC	28	Normandie
yes	yes	no	CAEN	6 avenue de la Crosse	Ecole maternelle Fontaine Couverte 		14700	Falaise						83.0	63.0		0141664H		PUBLIC	28	Normandie
yes	yes	no	CAEN	Route du Général de Gaulle	Ecole maternelle de Moyaux 		14590	Moyaux						63.0	64.0		0141871H		PUBLIC	28	Normandie
yes	yes	no	TOULOUSE	Le bourg	Ecole élémentaire Crastes 		32270	Crastes						17.0	14.0		0320503Y		PUBLIC	76	Occitanie
yes	yes	no	ROUEN	Rue du Général de Gaulle	Ecole élémentaire du Thuit-Simer 		27370	Le Thuit-Simer						61.0	43.0		0270420K		PUBLIC	28	Normandie
yes	yes	no	ROUEN	43 rue Georges Clémenceau	Ecole élémentaire Georges Veuclin grouPe I 		27250	Rugles						93.0	74.0		0270902J		PUBLIC	28	Normandie
yes	yes	no	ORLEANS-TOURS	30 rue des Murgers	Ecole maternelle Saint-Cloud En Dunois 		28200	Saint-Cloud-en-Dunois						18.0	16.0		0280088U		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	LILLE	125 rue de la Mairie	Ecole primaire de Boursin 		62132	Boursin						16.0	15.0		0621029G		PUBLIC	32	Hauts-de-France
yes	yes	no	ORLEANS-TOURS	Cours Charles Brune	Ecole primaire André Juster 		28600	Luisant						90.0	91.0		0280284G		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	ROUEN	1 rue du Côteau	Ecole maternelle Joliot Curie 		27140	Gisors						88.0	102.0		0271270J		PUBLIC	28	Normandie
yes	no	no	LILLE	118 rue haute	Ecole d'Aire-sur-la-Lys 		62120	Aire-sur-la-Lys						58.0			0621738C		PUBLIC	32	Hauts-de-France
yes	no	no	LILLE	12 rue Marcel Dollet	Ecole primaire RPI 125 		62134	Teneur						23.0			0621832E		PUBLIC	32	Hauts-de-France
yes	yes	no	ORLEANS-TOURS	20 rue Jules Ferry	Ecole primaire de Meslay-le-Vidame 		28360	Meslay-le-Vidame						51.0	39.0		0280422G		PUBLIC	24	Centre-Val-de-Loire
yes	yes	no	BORDEAUX	Route de la Ruasse	Ecole maternelle Pomarède 		33550	Langoiran						97.0	100.0		0332329C		PUBLIC	75	Nouvelle-Aquitaine
yes	no	no	BORDEAUX	18 rue Docteur Gelineau	Ecole maternelle Pierre Bergeon 		33390	Blaye						78.0			0332480S		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	LILLE	29 rue Raoul Briquet	Ecole maternelle Constant Dutilleux 		62223	Saint-Nicolas						77.0	74.0		0623070A		PUBLIC	32	Hauts-de-France
yes	yes	no	ORLEANS-TOURS	16 Grande rue	Ecole maternelle Saint-Avit Les Guespières 		28120	Saint-Avit-les-Guespières						40.0	32.0		0280446H		PUBLIC	24	Centre-Val-de-Loire
yes	no	no	MONTPELLIER	759 rue Croix de Figuerolles	Ecole élémentaire Dante Alighieri 		34070	Montpellier						128.0			0340514Z		PUBLIC	76	Occitanie
yes	yes	no	GRENOBLE	1 rue des Parcs	Ecole maternelle Rivoire la Dame 		38360	Sassenage						45.0	37.0		0382256W		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	GRENOBLE	Rue du 11 Novembre	Ecole élémentaire Le Bérard 		38500	Coublevie						135.0	122.0		0382466Z		PUBLIC	84	Auvergne-et-Rhône-Alpes
yes	yes	no	TOULOUSE	Chemin des Près	Ecole maternelle Les Près 		31700	Blagnac						113.0	113.0		0311295P		PUBLIC	76	Occitanie
yes	no	no	RENNES	Avenue Laënnec	Ecole maternelle Jacques et Mona Ozouf 		22580	Plouha						110.0			0220346G		PUBLIC	53	Bretagne
yes	no	no	RENNES	Rue Penthievre	Ecole du Gouray 		22330	Le Gouray						148.0			0221124C		PUBLIC	53	Bretagne
yes	yes	no	BORDEAUX	Le bourg	Ecole maternelle d'Uza 		40170	Uza						21.0	21.0		0400558P		PUBLIC	75	Nouvelle-Aquitaine
yes	yes	no	RENNES	1 place d'Aiguilles	Ecole maternelle de Trélévern 		22660	Trélévern						49.0	42.0		0221609E		PUBLIC	53	Bretagne
yes	yes	no	RENNES	Rue du calvaire	Ecole maternelle Servel 		22300	Lannion						80.0	67.0		0221627Z		PUBLIC	53	Bretagne
