0891294Y;47.8634136;47.8634136;Lignorelles, Auxerre, Yonne, Bourgogne-Franche-Comté, France métropolitaine, 89800, France;True
0900055W;47.7179803;47.7179803;Romagny-sous-Rougemont, Belfort, Territoire-de-Belfort, Bourgogne-Franche-Comté, France métropolitaine, 90110, France;True
0900095P;47.7418553;47.7418553;Giromagny, Belfort, Territoire-de-Belfort, Bourgogne-Franche-Comté, France métropolitaine, 90200, France;True
0490989J;47.05249335;47.05249335;Cholet, Maine-et-Loire, Pays de la Loire, France métropolitaine, 49300, France;True
0681782T;48.0777517;48.0777517;Colmar, Colmar-Ribeauvillé, Haut-Rhin, Grand Est, France métropolitaine, 68000, France;True
0332316N;44.8931452;44.8931452;Saint-Émilion, Libourne, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33330, France;True
0332763Z;44.9259011;44.9259011;Ambarès-et-Lagrave, Bordeaux, Gironde, Nouvelle-Aquitaine, France métropolitaine, 33440, France;True
0911135P;48.4824089;48.4824089;La Ferté-Alais, Étampes, Essonne, Île-de-France, France métropolitaine, 91590, France;True
0691486R;46.0388093;46.0388093;Grandris, Villefranche-sur-Saône, Rhône, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69870, France;True
0691975X;45.8156548;45.8156548;Saint-Cyr-au-Mont-d'Or, Lyon, Métropole de Lyon, Circonscription départementale du Rhône, Auvergne-Rhône-Alpes, France métropolitaine, 69450, France;True
